F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.0,,0.0,,0.0,0,42,,0.5546587705612183
0.07565833628177643,,0.082483671605587,,0.09518202394247055,,0,42,0.6094627380371094,
,0.0,,0.0,,0.0,1,85,,0.5472285151481628
0.0031746034510433674,,0.00784313678741455,,0.0020261439494788647,,1,85,0.5496816039085388,
,0.0,,0.0,,0.0,2,128,,0.5361037254333496
0.014430440030992031,,0.021094772964715958,,0.012306257151067257,,2,128,0.5438778400421143,
,0.17284448444843292,,0.2302304208278656,,0.18999747931957245,3,171,,0.5236923098564148
0.11796073615550995,,0.15432307124137878,,0.11436158418655396,,3,171,0.5102003812789917,
,0.2446812242269516,,0.32092058658599854,,0.24891974031925201,4,214,,0.5312875509262085
0.26102930307388306,,0.3056139051914215,,0.26621145009994507,,4,214,0.45990538597106934,
,0.2584231197834015,,0.28727665543556213,,0.27854275703430176,5,257,,0.5534078478813171
0.38640356063842773,,0.42191171646118164,,0.3989529311656952,,5,257,0.39262887835502625,
,0.2951866686344147,,0.32473164796829224,,0.32909053564071655,6,300,,0.5539448261260986
0.4218894839286804,,0.4556152820587158,,0.43270424008369446,,6,300,0.3495738208293915,
,0.3537459671497345,,0.38037818670272827,,0.3914831578731537,7,343,,0.5548094511032104
0.4645003378391266,,0.49730610847473145,,0.4713994264602661,,7,343,0.2968645691871643,
,0.17284448444843292,,0.2302304208278656,,0.18999747931957245,8,344,,0.5236923098564148
