F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.0,,0.0,,0.0,0,42,,0.5593991875648499
0.07058538496494293,,0.08131419122219086,,0.08633986860513687,,0,42,0.609633207321167,
,0.0,,0.0,,0.0,1,85,,0.5430977940559387
0.004971988964825869,,0.007352941203862429,,0.004183006938546896,,1,85,0.5521188378334045,
,0.18842604756355286,,0.2653026878833771,,0.1870422065258026,2,128,,0.5152468681335449
0.0934474915266037,,0.12815362215042114,,0.08927171677350998,,2,128,0.5141060948371887,
,0.31650805473327637,,0.42949509620666504,,0.2944839596748352,3,171,,0.4977741837501526
0.317253440618515,,0.3685913681983948,,0.3241107761859894,,3,171,0.429132342338562,
,0.38162216544151306,,0.42641007900238037,,0.38378289341926575,4,214,,0.5257270932197571
0.4227903485298157,,0.46101662516593933,,0.42946529388427734,,4,214,0.3471173048019409,
,0.361929714679718,,0.43641430139541626,,0.3487986624240875,5,257,,0.5283201932907104
0.5123162269592285,,0.5380241274833679,,0.5154598355293274,,5,257,0.25988689064979553,
,0.3654961585998535,,0.4614725112915039,,0.3473247289657593,6,300,,0.549798309803009
0.5780299305915833,,0.5916154980659485,,0.583450198173523,,6,300,0.1997130662202835,
,0.37297308444976807,,0.42921796441078186,,0.3657204210758209,7,343,,0.5704693794250488
0.6129444241523743,,0.6255031824111938,,0.6163609623908997,,7,343,0.16471970081329346,
,0.31650805473327637,,0.42949509620666504,,0.2944839596748352,8,344,,0.4977741837501526
