F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.28482186794281006,,0.03649488463997841,,0.3160676956176758,,0.37323999404907227,0,79,,1.036531686782837
0.28910577297210693,,0.017196549102663994,,0.30199119448661804,,0.35427308082580566,,0,79,1.0643649101257324,
,0.331525593996048,,0.09056667983531952,,0.3557848036289215,,0.398578941822052,1,159,,1.045820713043213
0.4238147437572479,,0.2876530587673187,,0.4602552652359009,,0.49169275164604187,,1,159,0.8595426678657532,
,0.36004602909088135,,0.11347512155771255,,0.35659629106521606,,0.40588822960853577,2,239,,1.0903594493865967
0.7684721350669861,,0.7332131266593933,,0.8043654561042786,,0.7846602201461792,,2,239,0.494215726852417,
,0.34342554211616516,,0.09138377010822296,,0.35457146167755127,,0.3933405578136444,3,319,,1.2096093893051147
0.9309273958206177,,0.9108892679214478,,0.9399986863136292,,0.9396340250968933,,3,319,0.2445305436849594,
,0.36261290311813354,,0.11578740924596786,,0.382021963596344,,0.3966538906097412,4,399,,1.230619192123413
0.9653996825218201,,0.9504513740539551,,0.9679790139198303,,0.9699870944023132,,4,399,0.134576216340065,
,0.28482186794281006,,0.03649488463997841,,0.3160676956176758,,0.37323999404907227,5,400,,1.036531686782837
