F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.22354911267757416,,0.027716411277651787,,0.18839405477046967,,0.3434211015701294,0,39,,1.0188288688659668
0.27339544892311096,,-0.001912717241793871,,0.27764084935188293,,0.3573486804962158,,0,39,1.054184079170227,
,0.2071675956249237,,0.0,,0.15789473056793213,,0.3333333730697632,1,79,,1.016302466392517
0.27085384726524353,,0.003977637272328138,,0.25536462664604187,,0.3816968500614166,,1,79,1.0259509086608887,
,0.2071675956249237,,0.0,,0.15789473056793213,,0.3333333730697632,2,119,,1.016792893409729
0.254822701215744,,-0.022476032376289368,,0.23326803743839264,,0.3664441704750061,,2,119,1.0256935358047485,
,0.2071675956249237,,0.0,,0.15789473056793213,,0.3333333730697632,3,159,,1.0137758255004883
0.2651725113391876,,0.0017464698757976294,,0.23508761823177338,,0.38177213072776794,,3,159,1.0213819742202759,
,0.2071675956249237,,0.0,,0.15789473056793213,,0.3333333730697632,4,199,,1.0135993957519531
0.27791324257850647,,0.03378131613135338,,0.24886973202228546,,0.396321564912796,,4,199,1.0198571681976318,
,0.2071675956249237,,0.0,,0.15789473056793213,,0.3333333730697632,5,239,,1.0135934352874756
0.2566067576408386,,-0.009704677388072014,,0.22663627564907074,,0.3774271607398987,,5,239,1.0198585987091064,
,0.2071675956249237,,0.0,,0.15789473056793213,,0.3333333730697632,6,279,,1.013427734375
0.2606932818889618,,0.0025965257082134485,,0.22430050373077393,,0.38403376936912537,,6,279,1.0190993547439575,
,0.2071675956249237,,0.0,,0.15789473056793213,,0.3333333730697632,7,319,,1.0133130550384521
0.2615094780921936,,0.001732008415274322,,0.22641025483608246,,0.38431382179260254,,7,319,1.022602915763855,
,0.2071675956249237,,0.0,,0.15789473056793213,,0.3333333730697632,8,320,,1.0133130550384521
