F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.7604926228523254,,0.15431810915470123,,0.627579391002655,,1.0,0,42,,0.658525824546814
0.3264075815677643,,-0.005390532314777374,,0.397106409072876,,0.3544335663318634,,0,42,0.6602267026901245,
,0.7497128248214722,,0.3204539716243744,,0.7268365025520325,,0.7923339605331421,1,85,,0.5892959833145142
0.720072865486145,,0.2655062973499298,,0.7090694904327393,,0.8046998977661133,,1,85,0.6110822558403015,
,0.7622876167297363,,0.31284165382385254,,0.7112056016921997,,0.8436594605445862,2,128,,0.6207801699638367
0.8335648775100708,,0.571898341178894,,0.8378245830535889,,0.8567593693733215,,2,128,0.4652911126613617,
,0.7274991869926453,,0.2972458600997925,,0.7330859303474426,,0.7396533489227295,3,171,,0.8548009991645813
0.9411633014678955,,0.8385114669799805,,0.934681236743927,,0.9535795450210571,,3,171,0.19442874193191528,
,0.7644882202148438,,0.2541184723377228,,0.6872222423553467,,0.8842050433158875,4,214,,1.1913518905639648
0.9856312274932861,,0.961507260799408,,0.984581470489502,,0.9882963299751282,,4,214,0.06932436674833298,
,0.7550942301750183,,0.32565999031066895,,0.7271766662597656,,0.8000152111053467,5,257,,1.0872812271118164
0.9885046482086182,,0.970183789730072,,0.9830783605575562,,0.9951682686805725,,5,257,0.05156407132744789,
,0.7497128248214722,,0.3204539716243744,,0.7268365025520325,,0.7923339605331421,6,258,,0.5892959833145142
