evaluation,metric,average
EVALUATION_1,ICM-Soft,-1.5276893464203578
EVALUATION_1,ICM-Soft-Norm,0.33798510124741926
EVALUATION_1,CE,1.5016839437098115
EVALUATION_2,ICM-Soft,-1.152558240972166
EVALUATION_2,ICM-Soft-Norm,0.37559849755860863
EVALUATION_2,CE,1.4360903283582813
EVALUATION_3,ICM-Soft,-1.1706215287647486
EVALUATION_3,ICM-Soft-Norm,0.3769019292763234
EVALUATION_3,CE,1.4648663775373527
EVALUATION_4,ICM-Soft,-1.372902686044971
EVALUATION_4,ICM-Soft-Norm,0.3546304593875095
EVALUATION_4,CE,1.4730488529460706
EVALUATION_5,ICM-Soft,-1.610482873534013
EVALUATION_5,ICM-Soft-Norm,0.32972182966387675
EVALUATION_5,CE,1.4989207720064535
average,CE,1.474922054911594
average,ICM-Soft,-1.366850935147251
average,ICM-Soft-Norm,0.3549675634267475
