F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.021013423800468445,,0.06878306716680527,,0.012953515164554119,0,84,,0.550121545791626
0.08175787329673767,,0.1087464913725853,,0.08989787101745605,,0,84,0.5767822265625,
,0.06295306980609894,,0.11729968339204788,,0.04979843646287918,1,169,,0.5381584763526917
0.030677029862999916,,0.0452614426612854,,0.029524387791752815,,1,169,0.5359662771224976,
,0.09394129365682602,,0.15596812963485718,,0.07775730639696121,2,254,,0.5385014414787292
0.048148177564144135,,0.07515285164117813,,0.04289157688617706,,2,254,0.5227696299552917,
,0.11558414995670319,,0.18328264355659485,,0.09943939745426178,3,339,,0.5369826555252075
0.08584456890821457,,0.12938492000102997,,0.07663507759571075,,3,339,0.5070661902427673,
,0.13051240146160126,,0.22532124817371368,,0.10782471299171448,4,424,,0.5368310213088989
0.12111696600914001,,0.17941881716251373,,0.10861054807901382,,4,424,0.49402138590812683,
,0.15251579880714417,,0.2469765543937683,,0.13009415566921234,5,509,,0.5430184602737427
0.15874606370925903,,0.22898398339748383,,0.14197832345962524,,5,509,0.4755362868309021,
,0.1729496270418167,,0.2588939368724823,,0.15317776799201965,6,594,,0.5418763160705566
0.1912386268377304,,0.2654085159301758,,0.1719445437192917,,6,594,0.4566759467124939,
,0.19114403426647186,,0.2775726020336151,,0.1702491194009781,7,679,,0.5459276437759399
0.22085903584957123,,0.30119627714157104,,0.1994829773902893,,7,679,0.4417993128299713,
,0.13051240146160126,,0.22532124817371368,,0.10782471299171448,8,680,,0.5368310213088989
