evaluation,metric,average
EVALUATION_1,ICM-Soft,-0.2221457855325946
EVALUATION_1,ICM-Soft-Norm,0.4641485390958073
EVALUATION_1,CE,0.9245070426431345
EVALUATION_2,ICM-Soft,-0.23271231622669752
EVALUATION_2,ICM-Soft-Norm,0.46254212061579625
EVALUATION_2,CE,1.001849096738221
EVALUATION_3,ICM-Soft,-0.45308295715736985
EVALUATION_3,ICM-Soft-Norm,0.4267741087641659
EVALUATION_3,CE,0.9528241063390372
EVALUATION_4,ICM-Soft,-0.29873278194165365
EVALUATION_4,ICM-Soft-Norm,0.45177138392573973
EVALUATION_4,CE,1.0380948013782552
EVALUATION_5,ICM-Soft,-0.3135513729612882
EVALUATION_5,ICM-Soft-Norm,0.4493365262519169
EVALUATION_5,CE,0.9319014595676326
average,CE,0.9698353013332561
average,ICM-Soft,-0.30404504276392075
average,ICM-Soft-Norm,0.4509145357306852
