F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.7284607887268066,,0.18102070689201355,,0.5972931385040283,,0.9919217228889465,0,85,,0.6865091919898987
0.6177315711975098,,0.12247493863105774,,0.6045078635215759,,0.7241506576538086,,0,85,0.6899130940437317,
,0.7288814187049866,,0.1701875925064087,,0.6038516163825989,,0.9777474403381348,1,171,,0.6734168529510498
0.641361653804779,,0.17176499962806702,,0.6235763430595398,,0.7483537197113037,,1,171,0.6632927060127258,
,0.7290417551994324,,0.19992728531360626,,0.6199536323547363,,0.9387835264205933,2,257,,0.6609129905700684
0.6651207208633423,,0.25869321823120117,,0.640695333480835,,0.7764935493469238,,2,257,0.6335950493812561,
,0.7133774757385254,,0.18259979784488678,,0.6240822672843933,,0.8847489356994629,3,343,,0.6622246503829956
0.7113192677497864,,0.34443342685699463,,0.682202160358429,,0.8201161623001099,,3,343,0.5979270339012146,
,0.7026046514511108,,0.1618214249610901,,0.6309807896614075,,0.8358498811721802,4,429,,0.6711145043373108
0.72859787940979,,0.42017483711242676,,0.7024681568145752,,0.823914110660553,,4,429,0.5597478151321411,
,0.6935854554176331,,0.15450294315814972,,0.6311084032058716,,0.8080503344535828,5,515,,0.6866278052330017
0.7576045989990234,,0.4998060166835785,,0.7374898195266724,,0.8336467146873474,,5,515,0.5186963677406311,
,0.6775323748588562,,0.1415189951658249,,0.62806236743927,,0.7726263403892517,6,601,,0.6908332109451294
0.7759130001068115,,0.5443151593208313,,0.7577033638954163,,0.8438388705253601,,6,601,0.493163526058197,
,0.7290417551994324,,0.19992728531360626,,0.6199536323547363,,0.9387835264205933,7,602,,0.6609129905700684
