F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.12737630307674408,,0.14267154037952423,,0.12815117835998535,0,113,,0.44812917709350586
0.12133875489234924,,0.11757680028676987,,0.15944623947143555,,0,113,0.5273739099502563,
,0.2902970612049103,,0.3560786545276642,,0.2857963740825653,1,227,,0.4263419210910797
0.10812366008758545,,0.12001403421163559,,0.11345948278903961,,1,227,0.4406296908855438,
,0.283263623714447,,0.3404676616191864,,0.2827514708042145,2,341,,0.4066123962402344
0.19590941071510315,,0.2184845507144928,,0.2029786854982376,,2,341,0.38369110226631165,
,0.3442186117172241,,0.3968336284160614,,0.34575608372688293,3,455,,0.39653337001800537
0.28390324115753174,,0.30807405710220337,,0.29598546028137207,,3,455,0.3231351971626282,
,0.3846440613269806,,0.4104331135749817,,0.4096750020980835,4,569,,0.4026864171028137
0.3514024615287781,,0.3722614049911499,,0.3635854721069336,,4,569,0.2705444097518921,
,0.39100340008735657,,0.424970418214798,,0.4092442989349365,5,683,,0.39975878596305847
0.3908209502696991,,0.408490926027298,,0.4052717387676239,,5,683,0.24367639422416687,
,0.3859914541244507,,0.4370364546775818,,0.3924584984779358,6,797,,0.4269145727157593
0.4510703980922699,,0.4684692919254303,,0.4636002779006958,,6,797,0.20110198855400085,
,0.3964637815952301,,0.44651198387145996,,0.4013405442237854,7,911,,0.42801541090011597
0.5076172947883606,,0.5187448263168335,,0.5191442966461182,,7,911,0.1502155065536499,
,0.3510504961013794,,0.40009984374046326,,0.35037773847579956,8,912,,0.3859330415725708
