F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.600121259689331,,0.20572826266288757,,0.7285714149475098,,0.58143150806427,0,42,,0.6535536646842957
0.4507518708705902,,0.05325637012720108,,0.48806053400039673,,0.4965885877609253,,0,42,0.6655712723731995,
,0.7586768269538879,,0.16964584589004517,,0.6425737142562866,,0.9496593475341797,1,85,,0.6041466593742371
0.6977032423019409,,0.335309773683548,,0.6849417090415955,,0.7965400218963623,,1,85,0.6129974722862244,
,0.7678725123405457,,0.36711564660072327,,0.7379052042961121,,0.829114556312561,2,128,,0.5834678411483765
0.7793934941291809,,0.5817716717720032,,0.7960529923439026,,0.8267543911933899,,2,128,0.5003027319908142,
,0.6927767992019653,,0.3245318830013275,,0.7627339959144592,,0.6701220870018005,3,171,,0.7263269424438477
0.8636314868927002,,0.788730800151825,,0.901072084903717,,0.8633041977882385,,3,171,0.32804346084594727,
,0.7085136771202087,,0.32093480229377747,,0.7620194554328918,,0.6931423544883728,4,214,,0.800420880317688
0.9131439328193665,,0.8763156533241272,,0.9344541430473328,,0.9113060235977173,,4,214,0.19300509989261627,
,0.772005558013916,,0.35776737332344055,,0.727070689201355,,0.84521484375,5,257,,0.8082597851753235
0.954135537147522,,0.9376355409622192,,0.9563841223716736,,0.9602826833724976,,5,257,0.12036038935184479,
,0.7533210515975952,,0.3685874044895172,,0.769280195236206,,0.7591268420219421,6,300,,0.9161058068275452
0.9776385426521301,,0.9750924706459045,,0.9792885780334473,,0.9795322418212891,,6,300,0.057560864835977554,
,0.7678725123405457,,0.36711564660072327,,0.7379052042961121,,0.829114556312561,7,301,,0.5834678411483765
