F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.0,,-0.15113303065299988,,0.0,,0.0,0,42,,0.6692826151847839
0.4328615069389343,,0.010653967969119549,,0.4532025456428528,,0.5058688521385193,,0,42,0.6676986813545227,
,0.11261022835969925,,-0.1055234745144844,,0.095238097012043,,0.1388888955116272,1,85,,0.6838427782058716
0.46243494749069214,,0.09966973215341568,,0.5096490979194641,,0.5298802852630615,,1,85,0.6453450322151184,
,0.6405660510063171,,0.12957771122455597,,0.6624964475631714,,0.7002984285354614,2,128,,0.6240847110748291
0.4170919954776764,,0.1380559504032135,,0.45910608768463135,,0.45717766880989075,,2,128,0.6280785202980042,
,0.6379017233848572,,0.17096038162708282,,0.7254603505134583,,0.6041553616523743,3,171,,0.7861834168434143
0.7228383421897888,,0.470033198595047,,0.7516847848892212,,0.7691521048545837,,3,171,0.5225390195846558,
,0.7091091275215149,,0.38389864563941956,,0.8059347867965698,,0.6596680283546448,4,214,,0.7740532755851746
0.843349814414978,,0.6710465550422668,,0.8283627033233643,,0.9006683230400085,,4,214,0.37897688150405884,
,0.7524343729019165,,0.32322192192077637,,0.7448657155036926,,0.7828395366668701,5,257,,0.7962944507598877
0.9293642044067383,,0.8549191951751709,,0.9291632771492004,,0.944653332233429,,5,257,0.1890569031238556,
,0.7736090421676636,,0.30086657404899597,,0.7075294256210327,,0.8661509156227112,6,300,,0.9481409788131714
0.9575290083885193,,0.9305598139762878,,0.9616053104400635,,0.9627471566200256,,6,300,0.10215557366609573,
,0.6489542722702026,,0.13608767092227936,,0.6761963367462158,,0.702908992767334,7,301,,0.6252036690711975
