F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.7590535879135132,,0.4573877155780792,,0.7171646952629089,,0.8627822995185852,0,122,,0.5336716175079346
0.47836464643478394,,0.2682327926158905,,0.5110228657722473,,0.5286880731582642,,0,122,0.6060172915458679,
,0.7482889294624329,,0.43920642137527466,,0.708454430103302,,0.8447300791740417,1,245,,0.525616466999054
0.6981295347213745,,0.5611043572425842,,0.7163460850715637,,0.7465574741363525,,1,245,0.4777575135231018,
,0.7055062055587769,,0.45978018641471863,,0.7744913697242737,,0.6988009214401245,2,368,,0.6076294779777527
0.7830817103385925,,0.7093249559402466,,0.7900707721710205,,0.8244608640670776,,2,368,0.35725435614585876,
,0.7487872838973999,,0.46380001306533813,,0.7172257304191589,,0.8376259207725525,3,491,,0.6660081148147583
0.8521811366081238,,0.8455650210380554,,0.8584984540939331,,0.8686954379081726,,3,491,0.1984468400478363,
,0.714347779750824,,0.48370465636253357,,0.8111326694488525,,0.6783971786499023,4,614,,0.8608990907669067
0.9095901250839233,,0.9418059587478638,,0.9090573191642761,,0.9201506972312927,,4,614,0.08717568963766098,
,0.7212970852851868,,0.47389355301856995,,0.7983185052871704,,0.6982539892196655,5,737,,0.8924229741096497
0.9218047857284546,,0.9702944159507751,,0.9263654351234436,,0.9222449064254761,,5,737,0.045024625957012177,
,0.7482889294624329,,0.43920642137527466,,0.708454430103302,,0.8447300791740417,6,738,,0.525616466999054
