F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.10780660808086395,,0.08874430507421494,,0.15255489945411682,0,122,,0.522671103477478
0.0840412825345993,,0.08344429731369019,,0.10986904054880142,,0,122,0.556624174118042,
,0.12189822643995285,,0.12298586964607239,,0.13968108594417572,1,245,,0.45999619364738464
0.13420721888542175,,0.15494085848331451,,0.14245586097240448,,1,245,0.4796766936779022,
,0.37321895360946655,,0.43223100900650024,,0.3857405483722687,2,368,,0.4518020749092102
0.24369345605373383,,0.2700595557689667,,0.2563397288322449,,2,368,0.40649136900901794,
,0.3523399233818054,,0.4299212694168091,,0.34011420607566833,3,491,,0.45229560136795044
0.340871661901474,,0.37255391478538513,,0.3527088165283203,,3,491,0.3440452814102173,
,0.39905327558517456,,0.46072980761528015,,0.38907942175865173,4,614,,0.4651021957397461
0.4257928133010864,,0.4528559446334839,,0.4375595450401306,,4,614,0.27693837881088257,
,0.398581326007843,,0.4732513129711151,,0.3936624526977539,5,737,,0.4891628921031952
0.4830004870891571,,0.5049131512641907,,0.4943596422672272,,5,737,0.21944239735603333,
,0.4085231125354767,,0.47544339299201965,,0.40484073758125305,6,860,,0.5043116211891174
0.5347943902015686,,0.5517231822013855,,0.5464062690734863,,6,860,0.1802462488412857,
,0.37643617391586304,,0.4378882050514221,,0.3893427848815918,7,861,,0.45098942518234253
