F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.0,,0.0,,0.0,0,42,,0.5489403009414673
0.15814247727394104,,0.16088998317718506,,0.19600138068199158,,0,42,0.6649610996246338,
,0.0,,0.0,,0.0,1,85,,0.5172387361526489
0.017092758789658546,,0.023926571011543274,,0.015568667091429234,,1,85,0.5357349514961243,
,0.0,,0.0,,0.0,2,128,,0.5086979866027832
0.011696401052176952,,0.017207469791173935,,0.009914781898260117,,2,128,0.5279749631881714,
,0.026489540934562683,,0.079365074634552,,0.017892643809318542,3,171,,0.5000038743019104
0.02997611090540886,,0.03359552100300789,,0.034783683717250824,,3,171,0.5132550597190857,
,0.13417112827301025,,0.16011545062065125,,0.13843852281570435,4,214,,0.49475806951522827
0.060570284724235535,,0.07345949858427048,,0.06317596882581711,,4,214,0.4908179044723511,
,0.17971143126487732,,0.20851556956768036,,0.18539759516716003,5,257,,0.47778239846229553
0.1268693208694458,,0.14212562143802643,,0.13106368482112885,,5,257,0.46601542830467224,
,0.20479531586170197,,0.23076902329921722,,0.20590369403362274,6,300,,0.47032007575035095
0.1841411143541336,,0.19706669449806213,,0.19161780178546906,,6,300,0.4388197362422943,
,0.2074720710515976,,0.22616469860076904,,0.2097751796245575,7,343,,0.46542131900787354
0.21655671298503876,,0.22074741125106812,,0.2325466275215149,,7,343,0.41345876455307007,
,0.19976775348186493,,0.21957051753997803,,0.21177734434604645,8,386,,0.46284353733062744
0.2320365607738495,,0.23553772270679474,,0.24745970964431763,,8,386,0.3968876302242279,
,0.24589259922504425,,0.2510204315185547,,0.26154887676239014,9,429,,0.46246016025543213
0.24930021166801453,,0.2530728876590729,,0.2643394470214844,,9,429,0.38229864835739136,
,0.24131432175636292,,0.25026485323905945,,0.2557528018951416,10,430,,0.46509578824043274
