F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.0,,-0.14778649806976318,,0.0,,0.0,0,42,,0.6622939705848694
0.22031325101852417,,-0.08010313659906387,,0.22693540155887604,,0.25879979133605957,,0,42,0.6671505570411682,
,0.6495636701583862,,0.22689662873744965,,0.7362306714057922,,0.6261556148529053,1,85,,0.6209303736686707
0.6226522922515869,,0.17729201912879944,,0.6216443777084351,,0.7181913256645203,,1,85,0.6483845114707947,
,0.7859405279159546,,0.40483325719833374,,0.7648910284042358,,0.8331682085990906,2,128,,0.5554677248001099
0.7626308798789978,,0.4080025851726532,,0.7645294666290283,,0.8119606971740723,,2,128,0.5696106553077698,
,0.7859336137771606,,0.32072943449020386,,0.6692699790000916,,0.9800264239311218,3,171,,0.6311264038085938
0.8290574550628662,,0.604719877243042,,0.8738791346549988,,0.8244988322257996,,3,171,0.4234844446182251,
,0.7977303862571716,,0.36379021406173706,,0.7061182856559753,,0.937262773513794,4,214,,0.9004166722297668
0.9125836491584778,,0.7967478632926941,,0.9045462012290955,,0.9383388161659241,,4,214,0.2562662363052368,
,0.7300570607185364,,0.27229610085487366,,0.727116048336029,,0.7558940052986145,5,257,,0.9113004803657532
0.961456298828125,,0.910702645778656,,0.9619537591934204,,0.9697994589805603,,5,257,0.13046203553676605,
,0.6867126226425171,,0.265855997800827,,0.7188301086425781,,0.6766772866249084,6,300,,1.1737171411514282
0.9878279566764832,,0.9722083806991577,,0.9859092831611633,,0.99224454164505,,6,300,0.04370678588747978,
,0.7859405279159546,,0.40483325719833374,,0.7648910284042358,,0.8331682085990906,7,301,,0.5554677248001099
