evaluation,metric,average
EVALUATION_1,ICM-Soft,-1.1837242517197835
EVALUATION_1,ICM-Soft-Norm,0.3141177275902338
EVALUATION_1,CE,0.9983908749697131
EVALUATION_2,ICM-Soft,-0.780247849556113
EVALUATION_2,ICM-Soft-Norm,0.37738015445580797
EVALUATION_2,CE,0.9696035642014099
EVALUATION_3,ICM-Soft,-1.1695811025189033
EVALUATION_3,ICM-Soft-Norm,0.31619448970751723
EVALUATION_3,CE,0.9963642275490212
EVALUATION_4,ICM-Soft,-1.05641048994055
EVALUATION_4,ICM-Soft-Norm,0.3339670192798764
EVALUATION_4,CE,0.9876575114951558
EVALUATION_5,ICM-Soft,-1.1090411400670281
EVALUATION_5,ICM-Soft-Norm,0.32584584137766054
EVALUATION_5,CE,0.9959629610484819
average,CE,0.9895958278527563
average,ICM-Soft,-1.0598009667604757
average,ICM-Soft-Norm,0.3335010464822192
