F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.003206669818609953,,0.01587301678955555,,0.0017857144121080637,0,42,,0.5583804249763489
0.16698727011680603,,0.16445429623126984,,0.2070634365081787,,0,42,0.6626339554786682,
,0.03851783648133278,,0.06876417249441147,,0.030084578320384026,1,85,,0.5282037258148193
0.019569698721170425,,0.02269747480750084,,0.02183709479868412,,1,85,0.5327683687210083,
,0.028338946402072906,,0.06124338507652283,,0.020566778257489204,2,128,,0.5226195454597473
0.009750899858772755,,0.014749261550605297,,0.007948215119540691,,2,128,0.5261834263801575,
,0.051691144704818726,,0.07951625436544418,,0.04267619550228119,3,171,,0.5079576969146729
0.02198810689151287,,0.032325468957424164,,0.019092096015810966,,3,171,0.514537513256073,
,0.1419343650341034,,0.16967324912548065,,0.15060098469257355,4,214,,0.48875105381011963
0.06132178753614426,,0.07505732774734497,,0.06166006997227669,,4,214,0.4909401834011078,
,0.20153987407684326,,0.25987163186073303,,0.18584854900836945,5,257,,0.4765283465385437
0.12846368551254272,,0.1427401304244995,,0.13085882365703583,,5,257,0.46046361327171326,
,0.22348062694072723,,0.2704095244407654,,0.21158552169799805,6,300,,0.4714433252811432
0.17546474933624268,,0.19063426554203033,,0.18026891350746155,,6,300,0.4299848973751068,
,0.24762777984142303,,0.30599844455718994,,0.23981739580631256,7,343,,0.4638567566871643
0.21831735968589783,,0.23418563604354858,,0.2219354212284088,,7,343,0.40152230858802795,
,0.23852770030498505,,0.2716120183467865,,0.23902688920497894,8,386,,0.4642910659313202
0.2656109035015106,,0.28306299448013306,,0.2685595154762268,,8,386,0.3781808018684387,
,0.284043550491333,,0.3326011598110199,,0.2887079119682312,9,429,,0.46462777256965637
0.2851548194885254,,0.3005571663379669,,0.2888806462287903,,9,429,0.35963913798332214,
,0.24613626301288605,,0.3051171898841858,,0.23993046581745148,10,430,,0.4657788574695587
