F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.7335203886032104,,0.30905264616012573,,0.63685142993927,,0.9094929695129395,0,42,,0.7186685800552368
0.324884831905365,,0.04734865576028824,,0.33755603432655334,,0.37592434883117676,,0,42,0.6733336448669434,
,0.7138118147850037,,0.41382643580436707,,0.7599261403083801,,0.7072163224220276,1,85,,0.5859600901603699
0.7419853806495667,,0.43783488869667053,,0.7559874653816223,,0.7833054661750793,,1,85,0.555180013179779,
,0.7254449129104614,,0.38590797781944275,,0.741869330406189,,0.7354493141174316,2,128,,0.7888859510421753
0.8620339632034302,,0.7086219191551208,,0.8670450448989868,,0.8877173662185669,,2,128,0.3511975109577179,
,0.7253647446632385,,0.3811715841293335,,0.7278236746788025,,0.7520753145217896,3,171,,0.9471474885940552
0.9530201554298401,,0.9071800708770752,,0.9567368626594543,,0.9609594941139221,,3,171,0.1316474974155426,
,0.7526143193244934,,0.36460554599761963,,0.6729739904403687,,0.8751317262649536,4,214,,1.1151983737945557
0.9744952917098999,,0.9527878761291504,,0.9771568775177002,,0.9794397950172424,,4,214,0.0788210853934288,
,0.734240710735321,,0.33837181329727173,,0.6815899610519409,,0.8196873664855957,5,257,,1.3269269466400146
0.9900422096252441,,0.9769628047943115,,0.9917087554931641,,0.990574300289154,,5,257,0.03230735659599304,
,0.7138118147850037,,0.41382643580436707,,0.7599261403083801,,0.7072163224220276,6,258,,0.5859600901603699
