evaluation,metric,average
EVALUATION_1,ICM-Soft,-2.4303750774888346
EVALUATION_1,ICM-Soft-Norm,0.2436045381875026
EVALUATION_1,CE,1.5518741611300353
EVALUATION_2,ICM-Soft,-2.4093901981095374
EVALUATION_2,ICM-Soft-Norm,0.2492483800665982
EVALUATION_2,CE,1.5640483408871204
EVALUATION_3,ICM-Soft,-2.177868009363587
EVALUATION_3,ICM-Soft-Norm,0.27396792791281355
EVALUATION_3,CE,1.5405105491159965
EVALUATION_4,ICM-Soft,-2.4121548507082733
EVALUATION_4,ICM-Soft-Norm,0.2480250722420649
EVALUATION_4,CE,1.5472895953722943
EVALUATION_5,ICM-Soft,-2.4777619295303603
EVALUATION_5,ICM-Soft-Norm,0.24337382588540857
EVALUATION_5,CE,1.574478003977255
average,CE,1.5556401300965403
average,ICM-Soft,-2.3815100130401183
average,ICM-Soft-Norm,0.2516439488588776
