evaluation,metric,average
EVALUATION_1,ICM-Soft,-0.88180361542983
EVALUATION_1,ICM-Soft-Norm,0.35626727219546334
EVALUATION_1,CE,0.9844237021045003
EVALUATION_2,ICM-Soft,-0.8984031321665034
EVALUATION_2,ICM-Soft-Norm,0.3533809669495129
EVALUATION_2,CE,0.9871607623239225
EVALUATION_3,ICM-Soft,-0.8426091743356868
EVALUATION_3,ICM-Soft-Norm,0.3626745406992598
EVALUATION_3,CE,1.016875864905833
EVALUATION_4,ICM-Soft,-1.091957241674791
EVALUATION_4,ICM-Soft-Norm,0.32229841647659435
EVALUATION_4,CE,1.0040215299336344
EVALUATION_5,ICM-Soft,-0.9984229996348772
EVALUATION_5,ICM-Soft-Norm,0.33701449602061667
EVALUATION_5,CE,0.9971776660724104
average,CE,0.9979319050680602
average,ICM-Soft,-0.9426392326483377
average,ICM-Soft-Norm,0.34632713846828944
