F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.5380006432533264,,0.32698187232017517,,0.7082921266555786,,0.46461591124534607,0,42,,0.6226125359535217
0.40798765420913696,,0.07723762840032578,,0.42790812253952026,,0.4477027952671051,,0,42,0.6668485403060913,
,0.6204966306686401,,0.3873177468776703,,0.8264635801315308,,0.5453713536262512,1,85,,0.5766239166259766
0.7186574339866638,,0.5320717692375183,,0.7480450868606567,,0.7526883482933044,,1,85,0.5227553248405457,
,0.6654083132743835,,0.394722044467926,,0.8003314733505249,,0.6056074500083923,2,128,,0.6768868565559387
0.8085748553276062,,0.7367560863494873,,0.8435972929000854,,0.8223364353179932,,2,128,0.37800195813179016,
,0.7535905241966248,,0.46627816557884216,,0.773644745349884,,0.7697485685348511,3,171,,0.6283036470413208
0.9033375978469849,,0.8871078491210938,,0.9073803424835205,,0.9205766320228577,,3,171,0.19164857268333435,
,0.697220504283905,,0.40432876348495483,,0.7532210350036621,,0.6729028224945068,4,214,,0.9159610271453857
0.9383048415184021,,0.9491826891899109,,0.9379275441169739,,0.9494134783744812,,4,214,0.11094287782907486,
,0.7368755340576172,,0.4484005570411682,,0.7349807620048523,,0.7567267417907715,5,257,,0.9223859906196594
0.9506213665008545,,0.9789296388626099,,0.9477028250694275,,0.9579667448997498,,5,257,0.056006405502557755,
,0.6204966306686401,,0.3873177468776703,,0.8264635801315308,,0.5453713536262512,6,258,,0.5766239166259766
