F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.23199965059757233,,0.24438466131687164,,0.2589534521102905,0,113,,0.44637805223464966
0.12002710998058319,,0.11736907809972763,,0.1552221029996872,,0,113,0.5218222141265869,
,0.2818940281867981,,0.31874793767929077,,0.2943812906742096,1,227,,0.4345453083515167
0.1147218868136406,,0.12474469840526581,,0.12358859181404114,,1,227,0.43951350450515747,
,0.2754109501838684,,0.3386991322040558,,0.2711590528488159,2,341,,0.4081456661224365
0.20648860931396484,,0.22474898397922516,,0.2143295854330063,,2,341,0.3816405236721039,
,0.35662347078323364,,0.3829021453857422,,0.37835001945495605,3,455,,0.39524656534194946
0.28222689032554626,,0.30495667457580566,,0.2931140959262848,,3,455,0.3299865126609802,
,0.3968135714530945,,0.41626930236816406,,0.43057671189308167,4,569,,0.4162147641181946
0.3384610414505005,,0.35737597942352295,,0.35010862350463867,,4,569,0.2825068235397339,
,0.3768240511417389,,0.40293464064598083,,0.3875926733016968,5,683,,0.41979119181632996
0.3905279040336609,,0.4072674512863159,,0.40382951498031616,,5,683,0.2360607087612152,
,0.37137430906295776,,0.4154199957847595,,0.3738449513912201,6,797,,0.437797486782074
0.4380064308643341,,0.45000365376472473,,0.4508649706840515,,6,797,0.19190800189971924,
,0.382917582988739,,0.43420037627220154,,0.37831923365592957,7,911,,0.43920060992240906
0.49105095863342285,,0.4992213547229767,,0.5020073056221008,,7,911,0.14878718554973602,
,0.35381242632865906,,0.38053739070892334,,0.3766922056674957,8,912,,0.3963996469974518
