evaluation,metric,average
EVALUATION_1,ICM-Soft,0.010822082026862249
EVALUATION_1,ICM-Soft-Norm,0.5017797966060487
EVALUATION_1,CE,1.0306045205695202
EVALUATION_2,ICM-Soft,-0.11266287009195591
EVALUATION_2,ICM-Soft-Norm,0.48148999618361193
EVALUATION_2,CE,0.9398729906920925
EVALUATION_3,ICM-Soft,-0.14121186535773048
EVALUATION_3,ICM-Soft-Norm,0.47676641801045844
EVALUATION_3,CE,0.9328290832071311
EVALUATION_4,ICM-Soft,0.12239405499539989
EVALUATION_4,ICM-Soft-Norm,0.5200737401567027
EVALUATION_4,CE,0.936910402972526
EVALUATION_5,ICM-Soft,0.20062004312814272
EVALUATION_5,ICM-Soft-Norm,0.5328186156054834
EVALUATION_5,CE,0.892281538800825
average,CE,0.9464997072484189
average,ICM-Soft,0.015992288940143692
average,ICM-Soft-Norm,0.502585713312461
