F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.15358395874500275,,0.15925268828868866,,0.16676126420497894,0,114,,0.47874215245246887
0.12228197604417801,,0.11685691028833389,,0.16213710606098175,,0,114,0.5303916931152344,
,0.15001802146434784,,0.19742070138454437,,0.14542032778263092,1,229,,0.4243869483470917
0.10428391396999359,,0.11486631631851196,,0.11293460428714752,,1,229,0.4524572491645813,
,0.2703487277030945,,0.3352293372154236,,0.2650875151157379,2,344,,0.43306225538253784
0.18370646238327026,,0.20487838983535767,,0.19089163839817047,,2,344,0.40580153465270996,
,0.34162354469299316,,0.40226462483406067,,0.34196504950523376,3,459,,0.40192559361457825
0.24320074915885925,,0.26083865761756897,,0.2570127844810486,,3,459,0.3579566776752472,
,0.35760021209716797,,0.41215816140174866,,0.36304062604904175,4,574,,0.40254929661750793
0.33153191208839417,,0.3514375388622284,,0.34167513251304626,,4,574,0.2889757752418518,
,0.38694995641708374,,0.44363880157470703,,0.38988807797431946,5,689,,0.4163703918457031
0.37906593084335327,,0.39944058656692505,,0.3887138068675995,,5,689,0.24484047293663025,
,0.4006401598453522,,0.45270511507987976,,0.40333840250968933,6,804,,0.42287477850914
0.4227050840854645,,0.43866002559661865,,0.43636465072631836,,6,804,0.2273510992527008,
,0.3937225043773651,,0.46145763993263245,,0.38766950368881226,7,919,,0.4384928345680237
0.47383207082748413,,0.4919741749763489,,0.4810369610786438,,7,919,0.17290276288986206,
,0.34612149000167847,,0.4080426096916199,,0.34624308347702026,8,920,,0.3995527923107147
