evaluation,metric,average
EVALUATION_1,ICM-Soft,-0.7049344634095808
EVALUATION_1,ICM-Soft-Norm,0.3893668038185208
EVALUATION_1,CE,0.9378381102036109
EVALUATION_2,ICM-Soft,-0.8586713064373798
EVALUATION_2,ICM-Soft-Norm,0.3651611781390926
EVALUATION_2,CE,0.9509629428630046
EVALUATION_3,ICM-Soft,-0.9000590675835701
EVALUATION_3,ICM-Soft-Norm,0.35866197767603397
EVALUATION_3,CE,0.9640011117233854
EVALUATION_4,ICM-Soft,-0.8919150762191946
EVALUATION_4,ICM-Soft-Norm,0.3599408444468056
EVALUATION_4,CE,0.9477916106802982
EVALUATION_5,ICM-Soft,-0.7923960630255957
EVALUATION_5,ICM-Soft-Norm,0.3756620070930682
EVALUATION_5,CE,0.9450295179304505
average,CE,0.9491246586801498
average,ICM-Soft,-0.8295951953350642
average,ICM-Soft-Norm,0.36975856223470427
