F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.7147995829582214,,0.27267247438430786,,0.6101343035697937,,0.9191145300865173,0,42,,0.6265689134597778
0.3786647617816925,,0.05358509346842766,,0.44525644183158875,,0.4194526672363281,,0,42,0.680860161781311,
,0.7477234601974487,,0.4436986446380615,,0.7645794153213501,,0.7611908912658691,1,85,,0.535567581653595
0.7096720337867737,,0.37980350852012634,,0.7446738481521606,,0.7293821573257446,,1,85,0.5893192887306213,
,0.7586897611618042,,0.42382436990737915,,0.6851011514663696,,0.88261479139328,2,128,,0.6178906559944153
0.8447592258453369,,0.674034833908081,,0.8700610995292664,,0.8464117646217346,,2,128,0.3831654191017151,
,0.7597857713699341,,0.45968422293663025,,0.7303330898284912,,0.8211275935173035,3,171,,0.7147549390792847
0.9328246116638184,,0.8586102724075317,,0.9549190998077393,,0.9215604662895203,,3,171,0.22158849239349365,
,0.750903844833374,,0.44271713495254517,,0.723816454410553,,0.8121454119682312,4,214,,0.9911700487136841
0.9755016565322876,,0.9501755833625793,,0.980396032333374,,0.9734211564064026,,4,214,0.07811825722455978,
,0.7081483006477356,,0.3894254267215729,,0.7438861727714539,,0.7049306035041809,5,257,,1.1406316757202148
0.9931118488311768,,0.9855017066001892,,0.9934589862823486,,0.9935481548309326,,5,257,0.02090607024729252,
,0.7477234601974487,,0.4436986446380615,,0.7645794153213501,,0.7611908912658691,6,258,,0.535567581653595
