evaluation,metric,average
EVALUATION_1,ICM-Soft,-1.6967139265460447
EVALUATION_1,ICM-Soft-Norm,0.32432323705765104
EVALUATION_1,CE,1.4651053630876112
EVALUATION_2,ICM-Soft,-1.882689214536337
EVALUATION_2,ICM-Soft-Norm,0.30751370634602465
EVALUATION_2,CE,1.486781803784967
EVALUATION_3,ICM-Soft,-1.8543793673224414
EVALUATION_3,ICM-Soft-Norm,0.3081555782011489
EVALUATION_3,CE,1.4812738747526448
EVALUATION_4,ICM-Soft,-1.5976798240695371
EVALUATION_4,ICM-Soft-Norm,0.3357777144688579
EVALUATION_4,CE,1.4466520754034673
EVALUATION_5,ICM-Soft,-1.5428201386059623
EVALUATION_5,ICM-Soft-Norm,0.3406630429456835
EVALUATION_5,CE,1.438899651815872
average,CE,1.4637425537689126
average,ICM-Soft,-1.7148564942160647
average,ICM-Soft-Norm,0.3232866558038732
