F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.6681283712387085,,0.1781892329454422,,0.6182895302772522,,0.7506735324859619,0,42,,0.6170266270637512
0.45236581563949585,,0.009596535935997963,,0.511314868927002,,0.515201985836029,,0,42,0.6776437163352966,
,0.697969913482666,,0.3301534056663513,,0.6769883632659912,,0.7332716584205627,1,85,,0.5774021148681641
0.7640567421913147,,0.4988469183444977,,0.7797901630401611,,0.793249785900116,,1,85,0.544204831123352,
,0.72425377368927,,0.3913543224334717,,0.706703782081604,,0.7667326331138611,2,128,,0.7590084671974182
0.9073215126991272,,0.7882868051528931,,0.9017341136932373,,0.9266449213027954,,2,128,0.29318928718566895,
,0.6701662540435791,,0.4194830358028412,,0.7892255187034607,,0.6091317534446716,3,171,,0.8321337699890137
0.9528045654296875,,0.8959643244743347,,0.9542373418807983,,0.9594323635101318,,3,171,0.1490035504102707,
,0.6968097686767578,,0.35732561349868774,,0.7211520075798035,,0.6923710703849792,4,214,,1.0675578117370605
0.9826990365982056,,0.9656901359558105,,0.9852387309074402,,0.9819793701171875,,4,214,0.054830096662044525,
,0.6354050636291504,,0.3401981294155121,,0.7317220568656921,,0.5815406441688538,5,257,,1.327042579650879
0.9959096312522888,,0.9909507036209106,,0.9977878332138062,,0.9944958090782166,,5,257,0.014320679008960724,
,0.697969913482666,,0.3301534056663513,,0.6769883632659912,,0.7332716584205627,6,258,,0.5774021148681641
