F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.0,,0.0,,0.0,0,42,,0.5782017707824707
0.15703070163726807,,0.16732032597064972,,0.18210791051387787,,0,42,0.6607879996299744,
,0.0,,0.0,,0.0,1,85,,0.5389193892478943
0.0,,0.0,,0.0,,1,85,0.5535949468612671,
,0.008219954557716846,,0.02380952425301075,,0.005102040711790323,2,128,,0.529222309589386
0.003349673468619585,,0.004901960492134094,,0.0026960785035043955,,2,128,0.5395963788032532,
,0.09148978441953659,,0.1407029628753662,,0.07350919395685196,3,171,,0.511459231376648
0.017163865268230438,,0.026307187974452972,,0.013766340911388397,,3,171,0.5164628624916077,
,0.1531280130147934,,0.2138943374156952,,0.1527872383594513,4,214,,0.49773961305618286
0.0923832580447197,,0.1166258230805397,,0.08435452729463577,,4,214,0.4793434739112854,
,0.2108873575925827,,0.3049694895744324,,0.2121254801750183,5,257,,0.4998721480369568
0.20263542234897614,,0.22855395078659058,,0.1970997303724289,,5,257,0.43204283714294434,
,0.2071656882762909,,0.30211177468299866,,0.22187922894954681,6,300,,0.5131875276565552
0.27088940143585205,,0.29424017667770386,,0.2682187855243683,,6,300,0.3933877944946289,
,0.2835356593132019,,0.34696653485298157,,0.27533411979675293,7,343,,0.4898989200592041
0.2974184453487396,,0.3212010860443115,,0.29493463039398193,,7,343,0.3714384436607361,
,0.2964535653591156,,0.3384196162223816,,0.297436386346817,8,386,,0.4990839660167694
0.3081979751586914,,0.326511412858963,,0.30874189734458923,,8,386,0.35762491822242737,
,0.2857476770877838,,0.34293216466903687,,0.2853524088859558,9,429,,0.48953336477279663
0.3264662027359009,,0.3429330885410309,,0.3264297842979431,,9,429,0.3434303104877472,
,0.2952635586261749,,0.3491118252277374,,0.2945108413696289,10,430,,0.48853179812431335
