F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.04102053865790367,,0.09391535073518753,,0.031015319749712944,0,84,,0.5565724968910217
0.07135767489671707,,0.09843713790178299,,0.07610410451889038,,0,84,0.5722708702087402,
,0.05673249438405037,,0.13253967463970184,,0.039380185306072235,1,169,,0.5379282832145691
0.02587769366800785,,0.039771243929862976,,0.023431947454810143,,1,169,0.538218080997467,
,0.08278145641088486,,0.14404764771461487,,0.06529410183429718,2,254,,0.5349852442741394
0.03836169093847275,,0.0599999763071537,,0.03398168087005615,,2,254,0.5255829095840454,
,0.11373303830623627,,0.18498678505420685,,0.09656413644552231,3,339,,0.534900963306427
0.06212073564529419,,0.09508165717124939,,0.055818721652030945,,3,339,0.5149664878845215,
,0.13973969221115112,,0.22585980594158173,,0.11882811784744263,4,424,,0.5332517027854919
0.09017625451087952,,0.1368977427482605,,0.07977589219808578,,4,424,0.49942150712013245,
,0.15872733294963837,,0.2510204017162323,,0.13588330149650574,5,509,,0.528298556804657
0.12715290486812592,,0.18697534501552582,,0.1116456389427185,,5,509,0.4877861440181732,
,0.1546747237443924,,0.24646952748298645,,0.12905576825141907,6,594,,0.5247313380241394
0.1648508459329605,,0.23393778502941132,,0.14800246059894562,,6,594,0.47026142477989197,
,0.17603473365306854,,0.27424728870391846,,0.1456044614315033,7,679,,0.5233024954795837
0.19179269671440125,,0.26215624809265137,,0.17711599171161652,,7,679,0.45377981662750244,
,0.18062157928943634,,0.2718490660190582,,0.15616902709007263,8,764,,0.5235043168067932
0.22920937836170197,,0.3143206536769867,,0.20604045689105988,,8,764,0.43813902139663696,
,0.19601018726825714,,0.29685214161872864,,0.16782642900943756,9,849,,0.5237564444541931
0.2449633926153183,,0.32513079047203064,,0.22297973930835724,,9,849,0.430196613073349,
,0.17603473365306854,,0.27424728870391846,,0.1456044614315033,10,850,,0.5233024954795837
