F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.754821240901947,,0.15035584568977356,,0.6288831830024719,,0.9858843684196472,0,42,,0.6090168952941895
0.5889825224876404,,0.08201571553945541,,0.5768880248069763,,0.6910340785980225,,0,42,0.6609349250793457,
,0.7401589155197144,,0.33513766527175903,,0.7841510772705078,,0.7223895192146301,1,85,,0.5828530192375183
0.7983967661857605,,0.4160882830619812,,0.7545565366744995,,0.8749693036079407,,1,85,0.5501409769058228,
,0.6860125660896301,,0.24667003750801086,,0.7288663983345032,,0.683230459690094,2,128,,0.6875268220901489
0.893627405166626,,0.7279403209686279,,0.8924021124839783,,0.9067620038986206,,2,128,0.328158974647522,
,0.694818913936615,,0.2922953963279724,,0.7715557813644409,,0.66203373670578,3,171,,0.9876692891120911
0.973771870136261,,0.9300761222839355,,0.9711003303527832,,0.9803276658058167,,3,171,0.10276220738887787,
,0.7499244213104248,,0.3537124991416931,,0.7669827342033386,,0.765611469745636,4,214,,0.9699301719665527
0.9882525205612183,,0.9641507267951965,,0.9884079694747925,,0.9891782999038696,,4,214,0.05995478853583336,
,0.7097564935684204,,0.3313988745212555,,0.7692916393280029,,0.6962448954582214,5,257,,1.1496858596801758
0.9916911125183105,,0.9803506135940552,,0.9909329414367676,,0.9930897355079651,,5,257,0.030237052589654922,
,0.7401589155197144,,0.33513766527175903,,0.7841510772705078,,0.7223895192146301,6,258,,0.5828530192375183
