F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.10623587667942047,,0.09806396812200546,,0.1243659108877182,0,122,,0.5120375156402588
0.08327202498912811,,0.08646049350500107,,0.10922417044639587,,0,122,0.5486629009246826,
,0.2794341444969177,,0.36936235427856445,,0.25798508524894714,1,245,,0.42127859592437744
0.15281210839748383,,0.18014812469482422,,0.15693874657154083,,1,245,0.45203956961631775,
,0.30089619755744934,,0.3539567291736603,,0.30713382363319397,2,368,,0.47440871596336365
0.29533323645591736,,0.33002275228500366,,0.30486321449279785,,2,368,0.37913578748703003,
,0.46174511313438416,,0.5056954026222229,,0.47131112217903137,3,491,,0.42455416917800903
0.3888151943683624,,0.4202532172203064,,0.39976537227630615,,3,491,0.3035643696784973,
,0.4022921323776245,,0.4723736345767975,,0.39213889837265015,4,614,,0.4766829311847687
0.47327595949172974,,0.49946776032447815,,0.4830026626586914,,4,614,0.23649708926677704,
,0.42178675532341003,,0.502366840839386,,0.40390947461128235,5,737,,0.477800577878952
0.527315080165863,,0.5524532794952393,,0.5320613384246826,,5,737,0.18750712275505066,
,0.27063101530075073,,0.3624190092086792,,0.2503904700279236,6,738,,0.4252552092075348
