F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.686331033706665,,0.40697506070137024,,0.648068368434906,,0.7734626531600952,0,114,,0.5812121629714966
0.18810218572616577,,0.13818098604679108,,0.1902208775281906,,0.2260289043188095,,0,114,0.6603427529335022,
,0.6848832964897156,,0.42053869366645813,,0.6776495575904846,,0.7254370450973511,1,229,,0.5456332564353943
0.5343288779258728,,0.40869176387786865,,0.5820987224578857,,0.5716291666030884,,1,229,0.5698065757751465,
,0.7177963852882385,,0.4478473663330078,,0.6595430374145508,,0.8313311338424683,2,344,,0.5707821249961853
0.6106913685798645,,0.5336308479309082,,0.6457903981208801,,0.6481347680091858,,2,344,0.48115187883377075,
,0.7510237693786621,,0.534949541091919,,0.7141456604003906,,0.8238990902900696,3,459,,0.5683642625808716
0.7096892595291138,,0.6862168312072754,,0.7186934947967529,,0.7453474402427673,,3,459,0.3526599109172821,
,0.746670663356781,,0.5178570747375488,,0.6821565628051758,,0.8557618260383606,4,574,,0.6263812780380249
0.7900473475456238,,0.8339194655418396,,0.7918674945831299,,0.8134964108467102,,4,574,0.21258507668972015,
,0.7154306769371033,,0.49221280217170715,,0.7179112434387207,,0.7346228957176208,5,689,,0.8194671869277954
0.825833261013031,,0.904102623462677,,0.8247109651565552,,0.8415703177452087,,5,689,0.12333964556455612,
,0.6664943099021912,,0.39719951152801514,,0.6691036820411682,,0.7041819095611572,6,690,,0.5526777505874634
