F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.30431246757507324,,0.08307437598705292,,0.3591368794441223,,0.3902110755443573,0,40,,0.9638178944587708
0.35634419322013855,,0.023917466402053833,,0.37025541067123413,,0.41783127188682556,,0,40,1.0176856517791748,
,0.34412476420402527,,0.07966803014278412,,0.3602924048900604,,0.3993837535381317,1,81,,0.9577575922012329
0.4697277843952179,,0.1876642405986786,,0.48330754041671753,,0.5319185256958008,,1,81,0.8970319628715515,
,0.35138869285583496,,0.08506448566913605,,0.3780807852745056,,0.3988182842731476,2,122,,1.0015332698822021
0.680154025554657,,0.471905916929245,,0.683488667011261,,0.7144152522087097,,2,122,0.6698662638664246,
,0.3756467401981354,,0.10009739547967911,,0.40045610070228577,,0.40973368287086487,3,163,,1.116697907447815
0.8389185667037964,,0.6432873010635376,,0.8421324491500854,,0.8527862429618835,,3,163,0.3650071620941162,
,0.3756903409957886,,0.11452770233154297,,0.4138314723968506,,0.41292476654052734,4,204,,1.3370110988616943
0.9470128417015076,,0.7487013936042786,,0.9483263492584229,,0.9522082209587097,,4,204,0.1801362782716751,
,0.39931219816207886,,0.13928423821926117,,0.44109001755714417,,0.43344664573669434,5,245,,1.4841254949569702
0.9645074605941772,,0.7718480825424194,,0.9676499366760254,,0.9660971760749817,,5,245,0.1057811975479126,
,0.34412476420402527,,0.07966803014278412,,0.3602924048900604,,0.3993837535381317,6,246,,0.9577575922012329
