F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.0,,0.0,,0.0,0,42,,0.5771468281745911
0.15285234153270721,,0.1560457944869995,,0.19035954773426056,,0,42,0.6679317355155945,
,0.0,,0.0,,0.0,1,85,,0.5424731373786926
0.0003267973952461034,,0.0004901961074210703,,0.00024509805371053517,,1,85,0.5544081926345825,
,0.008264046162366867,,0.0317460335791111,,0.004783950746059418,2,128,,0.5306601524353027
0.001062091556377709,,0.00147058826405555,,0.0008986928150989115,,2,128,0.5396074056625366,
,0.07098450511693954,,0.130952388048172,,0.05413030833005905,3,171,,0.5150567889213562
0.019962653517723083,,0.0284313652664423,,0.016993464902043343,,3,171,0.5183639526367188,
,0.1924724280834198,,0.2778736650943756,,0.19022108614444733,4,214,,0.5065314173698425
0.0986834391951561,,0.12365196645259857,,0.09182999283075333,,4,214,0.4824262261390686,
,0.22507983446121216,,0.3015177547931671,,0.2261621654033661,5,257,,0.502862811088562
0.19589866697788239,,0.2273692786693573,,0.1897466778755188,,5,257,0.4420221149921417,
,0.25104624032974243,,0.31599098443984985,,0.24654825031757355,6,300,,0.49765732884407043
0.2523996829986572,,0.27794110774993896,,0.25114384293556213,,6,300,0.4061402380466461,
,0.30773091316223145,,0.351975679397583,,0.314622700214386,7,343,,0.48930948972702026
0.2748739719390869,,0.30167484283447266,,0.2718138098716736,,7,343,0.3869445323944092,
,0.3095991611480713,,0.3555735945701599,,0.3290713131427765,8,386,,0.5010466575622559
0.2948390245437622,,0.31928083300590515,,0.29170751571655273,,8,386,0.37238815426826477,
,0.3248428702354431,,0.3809303641319275,,0.3208897113800049,9,429,,0.4864307641983032
0.31211966276168823,,0.33312907814979553,,0.3118872046470642,,9,429,0.35983240604400635,
,0.32278624176979065,,0.383909672498703,,0.3164616823196411,10,430,,0.48890987038612366
