F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.30678790807724,,0.17510885000228882,,0.8460318446159363,,0.1974964141845703,0,42,,0.6470611691474915
0.500129222869873,,0.10476288944482803,,0.5417640805244446,,0.5565232634544373,,0,42,0.6658764481544495,
,0.7631574273109436,,0.25140032172203064,,0.6988905668258667,,0.8665825128555298,1,85,,0.6070254445075989
0.75678551197052,,0.3806130588054657,,0.7556878924369812,,0.8305626511573792,,1,85,0.5776902437210083,
,0.6795788407325745,,0.3210180103778839,,0.7927970886230469,,0.6133496165275574,2,128,,0.7154384255409241
0.8859565258026123,,0.7150596976280212,,0.8863338828086853,,0.9059938192367554,,2,128,0.35793912410736084,
,0.725396990776062,,0.31542477011680603,,0.7482169270515442,,0.7251319289207458,3,171,,0.9375435709953308
0.9555882811546326,,0.8915143013000488,,0.9488306045532227,,0.9726120829582214,,3,171,0.1769455075263977,
,0.747596263885498,,0.27912360429763794,,0.6940256953239441,,0.8410889506340027,4,214,,1.071996808052063
0.9777435660362244,,0.9480695128440857,,0.9738444685935974,,0.9867377281188965,,4,214,0.0945006012916565,
,0.7487580180168152,,0.3387155532836914,,0.748013973236084,,0.7802413105964661,5,257,,1.0090715885162354
0.9870995283126831,,0.9644976258277893,,0.9835143685340881,,0.9932469725608826,,5,257,0.056446950882673264,
,0.7631574273109436,,0.25140032172203064,,0.6988905668258667,,0.8665825128555298,6,258,,0.6070254445075989
