evaluation,metric,average
EVALUATION_1,ICM-Soft,-0.7019885407416532
EVALUATION_1,ICM-Soft-Norm,0.3898291401878904
EVALUATION_1,CE,0.9354242703455553
EVALUATION_2,ICM-Soft,-0.6058218597194391
EVALUATION_2,ICM-Soft-Norm,0.40486661751738606
EVALUATION_2,CE,0.9440579399853845
EVALUATION_3,ICM-Soft,-0.8189289013257064
EVALUATION_3,ICM-Soft-Norm,0.3714020051505489
EVALUATION_3,CE,0.9506375503722265
EVALUATION_4,ICM-Soft,-0.798226311974593
EVALUATION_4,ICM-Soft-Norm,0.3746529729383935
EVALUATION_4,CE,0.9381736176815452
EVALUATION_5,ICM-Soft,-0.5898788014134214
EVALUATION_5,ICM-Soft-Norm,0.4074397897106636
EVALUATION_5,CE,0.9317591354044584
average,CE,0.9400105027578339
average,ICM-Soft,-0.7029688830349626
average,ICM-Soft-Norm,0.38963810510097646
