F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.04591548815369606,,0.1140211671590805,,0.03100907802581787,0,84,,0.5562945604324341
0.08146665245294571,,0.10810862481594086,,0.09291603416204453,,0,84,0.5869317054748535,
,0.05963695049285889,,0.10933956503868103,,0.04451058432459831,1,169,,0.5362439155578613
0.015883516520261765,,0.025964047759771347,,0.013245213776826859,,1,169,0.5398644804954529,
,0.08863955736160278,,0.14674824476242065,,0.07110890746116638,2,254,,0.5378071665763855
0.030640851706266403,,0.04730392247438431,,0.02753092534840107,,2,254,0.5277227759361267,
,0.10758514702320099,,0.15782314538955688,,0.09295950084924698,3,339,,0.5329933166503906
0.04780462384223938,,0.07697709649801254,,0.04156801477074623,,3,339,0.5196038484573364,
,0.11994370073080063,,0.17236395180225372,,0.10511777549982071,4,424,,0.5232412815093994
0.07617301493883133,,0.11949344724416733,,0.06538920849561691,,4,424,0.5085787773132324,
,0.1353844553232193,,0.20049762725830078,,0.11578011512756348,5,509,,0.5229396820068359
0.11190284043550491,,0.169277623295784,,0.09813432395458221,,5,509,0.4944196939468384,
,0.15578582882881165,,0.2574373185634613,,0.1283699870109558,6,594,,0.5231932997703552
0.15084785223007202,,0.2163439840078354,,0.1345629245042801,,6,594,0.47747379541397095,
,0.18541273474693298,,0.2896290123462677,,0.1516663283109665,7,679,,0.5239438414573669
0.1857774257659912,,0.26564303040504456,,0.16460615396499634,,7,679,0.4616714119911194,
,0.1918519139289856,,0.27787068486213684,,0.16308923065662384,8,764,,0.5254542231559753
0.19974292814731598,,0.27809926867485046,,0.17909258604049683,,8,764,0.44730427861213684,
,0.1353844553232193,,0.20049762725830078,,0.11578011512756348,9,765,,0.5229396820068359
