evaluation,metric,average
EVALUATION_1,ICM-Soft,-0.6233667026549561
EVALUATION_1,ICM-Soft-Norm,0.4021116454564993
EVALUATION_1,CE,0.9361569127719437
EVALUATION_2,ICM-Soft,-0.4121622466149993
EVALUATION_2,ICM-Soft-Norm,0.435226644907986
EVALUATION_2,CE,0.9154356060349436
EVALUATION_3,ICM-Soft,-0.49312764055177105
EVALUATION_3,ICM-Soft-Norm,0.4225025289689294
EVALUATION_3,CE,0.9484318287531255
EVALUATION_4,ICM-Soft,-0.7696525490544122
EVALUATION_4,ICM-Soft-Norm,0.37903593531569674
EVALUATION_4,CE,0.9497516403697795
EVALUATION_5,ICM-Soft,-0.6083188889786422
EVALUATION_5,ICM-Soft-Norm,0.40447490137494013
EVALUATION_5,CE,0.9461818598342395
average,CE,0.9391915695528062
average,ICM-Soft,-0.5813256055709561
average,ICM-Soft-Norm,0.4086703312048103
