evaluation,metric,average
EVALUATION_1,ICM-Soft,-0.31066769625748686
EVALUATION_1,ICM-Soft-Norm,0.4498622459126659
EVALUATION_1,CE,0.8942390864075744
EVALUATION_2,ICM-Soft,-0.2500156044521235
EVALUATION_2,ICM-Soft-Norm,0.45975694579648535
EVALUATION_2,CE,0.9757658831999185
EVALUATION_3,ICM-Soft,-0.12245281611982589
EVALUATION_3,ICM-Soft-Norm,0.4802095478254823
EVALUATION_3,CE,1.0010589722153602
EVALUATION_4,ICM-Soft,-0.4187129950715368
EVALUATION_4,ICM-Soft-Norm,0.43240129806526245
EVALUATION_4,CE,0.9789400611307616
EVALUATION_5,ICM-Soft,-0.5227939614980177
EVALUATION_5,ICM-Soft-Norm,0.4155272136305355
EVALUATION_5,CE,0.9406513801944029
average,CE,0.9581310766296035
average,ICM-Soft,-0.32492861467979817
average,ICM-Soft-Norm,0.4475514502460863
