F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.10718109458684921,,0.10887635499238968,,0.11450529098510742,0,122,,0.4996422529220581
0.08311716467142105,,0.084849052131176,,0.11371666938066483,,0,122,0.5489904880523682,
,0.2301032990217209,,0.30346208810806274,,0.20880813896656036,1,245,,0.43970993161201477
0.13322345912456512,,0.15242744982242584,,0.13955123722553253,,1,245,0.45986858010292053,
,0.2997190058231354,,0.35866087675094604,,0.2990650236606598,2,368,,0.43505027890205383
0.26618069410324097,,0.30063334107398987,,0.2731834352016449,,2,368,0.4002559185028076,
,0.41248899698257446,,0.4817158281803131,,0.411080926656723,3,491,,0.4505317509174347
0.36718425154685974,,0.39413967728614807,,0.3811369836330414,,3,491,0.3167993128299713,
,0.40992674231529236,,0.4746028184890747,,0.40798622369766235,4,614,,0.45397457480430603
0.44610917568206787,,0.46751832962036133,,0.4589821398258209,,4,614,0.24703168869018555,
,0.3571171164512634,,0.4189714193344116,,0.3561648428440094,5,737,,0.5117777585983276
0.505100429058075,,0.5233253240585327,,0.5183061957359314,,5,737,0.2035514861345291,
,0.4007972478866577,,0.47516462206840515,,0.3928072154521942,6,860,,0.48928672075271606
0.5331176519393921,,0.5505130887031555,,0.5431647300720215,,6,860,0.17721661925315857,
,0.30011871457099915,,0.36272066831588745,,0.2951410114765167,7,861,,0.4363812208175659
