F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.7614166736602783,,0.2797735631465912,,0.7026799917221069,,0.8518332242965698,0,42,,0.5889490246772766
0.5023089051246643,,0.06494814902544022,,0.4685724675655365,,0.5941222906112671,,0,42,0.6537392735481262,
,0.7899754047393799,,0.3766270577907562,,0.7075682282447815,,0.9142870306968689,1,85,,0.5557313561439514
0.7612980604171753,,0.3623538613319397,,0.756706714630127,,0.8061626553535461,,1,85,0.5765404105186462,
,0.7235504388809204,,0.3755521774291992,,0.809920608997345,,0.6722867488861084,2,128,,0.6203179359436035
0.8558498620986938,,0.6266915798187256,,0.8639830350875854,,0.8661522269248962,,2,128,0.40894556045532227,
,0.7573140859603882,,0.3464029133319855,,0.7493513822555542,,0.7808926105499268,3,171,,0.7971569895744324
0.9366475939750671,,0.831407368183136,,0.9288553595542908,,0.9515921473503113,,3,171,0.1953379213809967,
,0.7564759254455566,,0.3406643867492676,,0.7503699660301208,,0.784234881401062,4,214,,0.9261919856071472
0.9856136441230774,,0.9597917199134827,,0.9848107099533081,,0.9880128502845764,,4,214,0.058995023369789124,
,0.7479926943778992,,0.3182166516780853,,0.744990348815918,,0.7739204168319702,5,257,,1.2283287048339844
0.9948812127113342,,0.9857935309410095,,0.9954901933670044,,0.9948745965957642,,5,257,0.025297919288277626,
,0.7899754047393799,,0.3766270577907562,,0.7075682282447815,,0.9142870306968689,6,258,,0.5557313561439514
