F1_train,F1_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.007142857648432255,,0.02380952425301075,,0.004251700825989246,0,42,,0.5508307218551636
0.06710280478000641,,0.07910598069429398,,0.08928805589675903,,0,42,0.5998257398605347,
,0.07994510233402252,,0.08419628441333771,,0.08954282850027084,1,85,,0.5500268340110779
0.02065812237560749,,0.029299715533852577,,0.020645426586270332,,1,85,0.5493578910827637,
,0.11535755544900894,,0.11763407289981842,,0.16088493168354034,2,128,,0.5299166440963745
0.08885852992534637,,0.10859476774930954,,0.0915849506855011,,2,128,0.5236688256263733,
,0.31496450304985046,,0.38943201303482056,,0.3103395104408264,3,171,,0.48910242319107056
0.25769901275634766,,0.29395779967308044,,0.2675233483314514,,3,171,0.45948195457458496,
,0.24566151201725006,,0.35021400451660156,,0.24625591933727264,4,214,,0.5311984419822693
0.38870254158973694,,0.4270879328250885,,0.3997665047645569,,4,214,0.38927018642425537,
,0.3702235221862793,,0.44370579719543457,,0.36359864473342896,5,257,,0.4903346598148346
0.4568038880825043,,0.48587650060653687,,0.4683741331100464,,5,257,0.315733402967453,
,0.3752893805503845,,0.44237446784973145,,0.3654475808143616,6,300,,0.5002819299697876
0.5165165066719055,,0.5385748744010925,,0.5268590450286865,,6,300,0.2561889588832855,
,0.35373640060424805,,0.4315223693847656,,0.34011030197143555,7,343,,0.5159720182418823
0.573341965675354,,0.5880776643753052,,0.580161988735199,,7,343,0.203818216919899,
,0.31496450304985046,,0.38943201303482056,,0.3103395104408264,8,344,,0.48910242319107056
