F1_train,F1_val,MCC_train,MCC_val,P_train,P_val,R_train,R_val,epoch,step,train_loss,val_loss
,0.7438544034957886,,0.2697369158267975,,0.7074517011642456,,0.8179726600646973,0,42,,0.6175797581672668
0.5928856134414673,,0.06334773451089859,,0.5354169607162476,,0.7081356048583984,,0,42,0.6507887244224548,
,0.7332178950309753,,0.41428834199905396,,0.8125042915344238,,0.7098783850669861,1,85,,0.5661910772323608
0.7756685018539429,,0.4078718423843384,,0.7785915732383728,,0.8074555397033691,,1,85,0.5471993684768677,
,0.7686346173286438,,0.41576361656188965,,0.7889397144317627,,0.7841651439666748,2,128,,0.6368025541305542
0.8933315277099609,,0.7288891077041626,,0.9100749492645264,,0.8852745294570923,,2,128,0.3157300353050232,
,0.7777239680290222,,0.36625126004219055,,0.7321864366531372,,0.8634665608406067,3,171,,0.8717701435089111
0.9603999257087708,,0.8987594842910767,,0.9629384875297546,,0.9611081480979919,,3,171,0.13369567692279816,
,0.7812073230743408,,0.4016798436641693,,0.7608823180198669,,0.8290795683860779,4,214,,0.8582155108451843
0.9861151576042175,,0.9653422832489014,,0.98567134141922,,0.9877356290817261,,4,214,0.062399886548519135,
,0.7349687814712524,,0.37600967288017273,,0.7841550707817078,,0.7182236313819885,5,257,,1.0147923231124878
0.9922471046447754,,0.9798933863639832,,0.9908121228218079,,0.9944722652435303,,5,257,0.03980778157711029,
,0.7332178950309753,,0.41428834199905396,,0.8125042915344238,,0.7098783850669861,6,258,,0.5661910772323608
